Id,Price
13302,230153.58027875907
9696,167912.24091804595
16786,120132.66167498958
16230,241094.86626896533
6552,184577.88973500222
923,231786.70858156623
9602,265736.263138946
5857,237950.30483180765
8120,177538.65338253035
7134,185318.40708527292
11726,168566.16862648464
8069,120060.933767913
12420,170264.22637117893
8604,199489.97228163911
4854,255372.61725228696
12212,201085.47416146527
12099,335297.150391136
3882,408780.8679207184
6995,314756.46081693924
10172,207425.97025630792
11672,271122.9055487461
12897,263475.7278030065
16097,199614.46225715402
6779,259115.1737387195
11199,198761.429608353
10816,414264.1463258679
143,359086.00015783985
5399,249338.18973040298
3286,157244.28225254544
13706,211946.9030598047
1935,380963.6345572373
16000,183563.70788755413
2860,206004.24240423206
11407,201058.34703962793
16378,265535.1883890246
12278,181780.2542063143
3842,171971.3279843447
2692,341542.4203175106
7699,185744.62220021404
6825,309295.8306758065
7268,247628.31592198438
1477,377429.2274112251
9887,181053.85827046077
9436,189031.41768455197
3179,231977.23703190289
1350,479162.3578193584
10643,190561.07398325493
5793,238990.83550314888
11494,457696.50649890443
4206,183865.2734484826
12419,238651.9953622576
8530,319773.8194576783
5985,124358.0797448399
8908,189767.50036565404
256,123864.10143271077
7234,175271.3349401661
5648,217178.27693296148
3014,254772.10874250214
2184,177401.22756014016
9189,238021.62092996432
14884,200423.6061954876
10333,136013.3028706819
15896,141602.29859877794
13269,140826.4526505025
8603,274409.4599010834
15087,186787.8670253138
4344,187188.91729936554
7981,72549.84507193624
10908,234194.89077871176
6190,164692.7285929781
11742,197146.59901340702
9224,144405.91854468087
14667,218382.1627234384
458,177471.15999875954
2464,324828.59175580984
12320,229986.44524128907
278,229705.0513303942
2912,213695.8106324831
6698,226063.0590376363
4510,118962.14852133139
4183,172470.4981087029
5551,209742.03492297317
12187,186279.1974109129
7948,215781.47139009656
10808,190693.51968264437
12432,195815.71692767288
5356,178991.53969351202
8984,501619.9733382969
9203,186187.91568006086
15412,83989.26759061712
12041,133161.7190343086
7644,311274.5361041922
7071,222637.9220064829
10685,181700.95221723535
6763,195838.0767191138
940,134137.25248865088
14959,195052.4076989219
1338,157241.61982879892
5351,141527.68056188241
6524,194332.31798008975
12516,155906.6661272902
3288,263630.4837646618
3146,228258.44228793812
3954,182503.628074598
11955,182340.64923683088
1211,218146.60451706947
15668,213502.28939204704
1320,92766.25804244945
9108,179139.0794718637
16482,157696.95709893684
5017,143144.3234526466
8290,194293.63206312523
4304,398595.36145260074
1930,201797.72268083497
12530,169747.88340274617
11295,330125.0411058996
3002,154369.35554246334
15483,160778.128985305
11525,234116.83702628277
13978,130095.73712099552
4885,163040.36641817322
8325,177382.82733632953
3630,138826.94710275816
9165,184008.8769936432
13945,220870.75042527766
10663,194505.98903177708
14803,181425.1235737846
7621,171637.83138902375
8205,216731.91656000805
10387,205826.01435565978
5457,152073.5911807681
10234,334986.80843920435
6251,180283.31105538807
701,259506.32293719292
7930,179908.70165576998
15028,127593.61148836989
12172,77845.05080536687
5805,191201.62969334912
7411,250235.26766500593
14806,201617.2182818277
7890,161499.66281219322
10440,149822.42745399644
14926,165392.33026379463
5381,150796.82816494466
3800,424668.1281320744
10511,240488.2955006384
9324,226871.2763334686
3313,218577.17386285152
7351,154735.20479473256
8459,182554.50524335337
9957,125110.89139034864
12024,181051.0682288274
4380,243404.02966838627
5042,173781.6128283146
13289,147320.991863869
13407,383365.9580329436
13258,156449.65282163947
15993,225256.84903444385
12525,178851.71770729776
4062,232966.88658413474
12065,224731.04183813214
8227,176131.71742428438
11333,166978.82416323916
2867,138966.79503020606
3319,234251.29304687266
3523,315248.75434135296
7055,194514.26821869484
14930,168536.75936355372
3444,137453.266988505
2940,319095.70698180504
6935,360370.09681702673
16116,430526.5202404342
13370,238212.19032475183
6103,239348.05599324222
7446,176254.49188026084
1859,179536.25807677448
4079,183156.0428891198
3228,171927.0597238111
9665,153647.84824257353
15957,388089.5229402067
11533,172901.93939864865
2314,122182.40004754938
4096,210024.0357320087
13437,172691.7362518166
5980,227417.02458891817
2008,208368.4605209764
6754,184904.8956520523
4129,158136.2694463984
14557,289342.1378516075
7096,300149.68168032716
14297,241053.01380628295
3967,224600.38463305132
16485,114662.62946636637
13075,327838.88137811585
14289,188437.6394957114
10988,164399.75849231196
3230,147921.8478815098
13250,175020.43733743753
2559,216940.5272666205
7739,372364.0734729323
7213,166245.0236732173
6639,224685.9050753158
3164,259660.5129161432
15207,165960.97070883558
5113,182148.4409009291
3929,148947.54594098698
14493,268538.04253476
11110,191705.11951802208
2033,204615.4462393815
16057,209420.1395327509
16709,241066.8743515032
14313,161720.11364650383
1028,254385.28389634192
7187,100392.49332708684
3738,331546.0221568815
9869,315488.8108431596
12644,202333.43864812792
3686,121970.20185772688
9196,266266.7250186967
12326,202258.43938242848
4936,192142.74565871336
13314,175411.0817535602
9857,325089.9921087391
519,184068.38765228062
8410,167364.12755223538
1720,175696.6426526243
10341,227897.60242886213
14415,178247.29140605393
10613,271116.49484175874
8027,218497.38521832268
15539,273130.789127287
7431,275242.294216982
1370,145314.22497484178
12708,160752.16640303223
2250,223566.75839962286
14758,140967.73548531748
8525,396947.3702668625
1538,279966.3323790056
1142,154231.0059781469
1152,235589.9184176411
9802,189713.27553999508
3331,285562.8496050209
15203,187523.74050947462
4247,168212.97023772393
1976,435677.6431303516
2346,181323.4461018818
10078,260347.3076342942
1938,213019.20346410663
7819,180769.50390738656
2168,245615.78288113634
15634,208586.53847456694
8465,217695.1097727693
9313,157441.47666626648
6539,138189.1363347489
6325,100794.90263633849
13442,249620.2975728858
9967,177177.45466783235
7893,208384.71389100805
2861,195215.67863678336
11031,287292.82142364234
15073,128925.51430128267
13837,171133.87996919744
2524,258892.06628234347
8617,191379.58487311515
13513,202409.99935262065
3081,294605.6402679429
10675,386096.44210823067
1907,84479.02722230995
4872,228784.9482103125
16274,429153.7794692157
11837,239346.47731977145
16577,227576.78532756306
5231,264548.21907260024
11315,290234.7925516022
273,204867.96765267104
8363,254364.07058306105
4255,210949.3472023069
16330,252090.36855605795
11528,186702.8022510943
14799,268584.46980453195
1611,224257.72637650755
9234,167761.62140015984
1633,115496.32272293692
6791,219623.25029433382
11567,489401.77925880475
3070,223260.6088936265
12094,245718.58684855074
14335,322360.6091492378
137,171718.02684411805
7182,178238.9005537872
11718,177971.1936320221
5194,101161.94336809292
97,353949.5638196687
5118,404173.0214494599
13920,316163.37177915336
9952,199069.2744795632
15337,189475.01535795804
10243,217043.34770235405
4048,410009.98531906644
171,158579.16013460804
11378,165359.3396601355
14190,172615.52703919803
15265,152331.45384295075
2740,125577.46740418466
5573,326824.693150166
4481,210430.00201830562
2631,155537.9676329915
4984,267839.55048031337
16466,186633.6471435539
16716,127463.61046291431
15325,187011.9424635397
10115,174625.56847134873
117,491035.1582922861
5476,108173.55872178632
11757,185554.17149931326
12359,141750.79538110716
15546,180024.13302274616
8133,144455.483196992
9018,382498.7409243755
2075,170848.20417236057
11170,307269.434101378
15733,207246.94994570297
9280,149415.61264399558
10734,353157.34695063165
14071,162887.02015005573
7373,252704.66364968976
14736,160809.84852157114
3458,116424.42884411624
6183,159709.3425262689
7825,221770.2714450578
16775,209555.39013737068
5717,184852.4944639314
12397,132465.28342607163
8189,514668.61120548996
4423,211014.00209318637
3994,139795.0758853688
10342,192507.52177093775
10051,171957.5682807518
9453,144486.29341542278
12593,466455.14893777075
1274,91684.11297647018
6933,306584.9675465112
1761,149938.0015630991
7157,364767.1036182222
15169,152392.29333605708
6792,308917.20667780616
13830,175005.67356863085
7240,232163.8608896851
3051,244768.8275944387
6550,119480.78201145628
4603,187787.8027869882
5729,169239.55205796362
13473,329353.50397809595
15104,130536.2242902311
6599,403346.5225508492
2216,240262.319814358
8721,322141.4423929154
3645,179921.03262405013
8664,221640.81339527265
11001,197619.05095388237
753,159296.17984928843
8129,237575.14589244584
15235,181095.21116302253
3359,220961.7134826887
10424,204066.570697195
10226,215844.79291933574
9252,188915.68748748294
3008,245684.6570288621
5849,183682.3301496507
8494,184227.85873995384
6764,237238.59031536768
12445,307474.2697697539
11716,182759.23140238674
4508,120459.88351482796
5669,193570.44935544592
11427,102356.69843574574
11065,200557.27081055913
8910,242968.07160755605
16401,237652.24979398097
11913,157197.19260975218
6221,221160.16980023572
10839,188260.981709445
2809,201260.63026552924
13311,171041.0658192252
6866,205858.08045112915
6019,169517.15342781908
3024,159509.10188420105
1391,228851.7158347979
15904,194387.1572746285
15858,282735.3650389322
9911,214184.38436387788
16579,226423.55913672646
4394,227844.14197972257
1468,441109.8768429604
12965,155350.79581800124
2249,196093.12793850322
14384,155825.65702582983
13040,122691.78042718025
8872,140722.84934502174
12864,251897.98570764135
15712,168330.2426845124
14049,210851.59733260627
1840,131526.98941488678
12019,176092.18003707216
8948,177001.09051629173
15154,231978.46594961997
6943,151525.04107573756
12564,352358.2086897593
12766,141077.78198680904
7255,223645.90068715566
7962,154649.65341668375
709,127734.97444199512
4634,146553.67927420235
889,230931.06884464086
4774,134727.63115038234
13890,182710.98597683015
15431,146834.64926630686
8726,344025.6400681524
10373,145198.74621908864
6413,194852.6574051552
9761,128827.78518715955
15864,156917.18654408483
6147,150261.03200069666
3384,250024.07483372028
320,267024.14414251724
8006,176774.98879632924
14395,181014.49146360465
14976,102979.64066320224
12185,222337.0893732829
4779,132139.32738992496
8551,164933.17800265818
9025,259333.5133593675
10616,230111.97772821848
7475,102753.1969780408
6341,334759.0708890116
14163,148069.3775516105
2211,190773.59974869684
10532,287911.3548599165
14338,138036.90179834538
831,177307.06157013797
3382,176992.16391489643
9209,287838.1023552543
7188,236447.6594333791
7197,218684.1228679603
11270,154120.09318574343
15918,93004.64440370699
6937,441727.47623113124
6178,178852.11763431874
10668,150787.5077718355
1413,280260.8491345256
6884,356626.29817127844
8266,187899.06598265655
14019,193166.79418165752
16764,143345.48611242583
15306,181699.74209333226
3740,258387.52739269278
5298,195681.0908114696
8319,179932.28364029416
4229,179926.63931637027
13429,186439.31743887416
1753,456231.46466275305
860,232576.04317224518
14219,160375.43150542802
12113,197728.88300896971
11309,137399.68745368978
9930,208234.99125196837
10570,191430.0026880741
2839,155822.4213298012
6699,129450.68989273038
16647,119571.19464005908
5325,240857.89234870233
13733,160658.81063513513
7818,286164.6826265809
12505,228481.84352250208
9489,197141.84999503352
10106,180639.96260837052
7864,204682.56093538948
5134,265897.99800994224
11859,156688.52520902173
7440,328575.0690428714
1525,292364.4762744498
7339,190839.9329728738
8,355634.70474493137
3248,119578.19664569426
8995,241591.6558046539
15178,68089.08974557141
8594,185337.04910878825
15770,237434.8922151753
15859,334257.94575130596
1735,329167.05589999276
11410,513113.6122063614
16397,158793.92327847998
3572,144594.74571760933
5501,112178.27316384496
969,204072.4361410649
6977,438342.2959504793
1233,181786.034380547
4258,163573.7611351044
90,403786.5878647441
16650,182314.4829450783
197,102496.52684647003
12514,237599.66063867806
4367,196716.73261922243
3199,227964.7788630985
5600,198541.9661750478
11641,213540.8590027418
14609,117827.57954896492
12775,167661.5337543482
14240,175793.62432212607
7933,182443.48056591288
6945,344774.9726733427
14006,198243.52114246355
6320,228731.97684623915
12061,193921.1565262337
16369,217029.05916708737
16354,338097.5809168304
3970,302850.2903181291
1048,200852.08265777145
3639,215689.32488552562
14448,227778.82899344285
2812,403112.6254277446
3932,156403.15991372848
14875,315630.48467845435
8883,116923.05032048334
7622,329614.80920292775
7252,125640.17212697232
9751,182041.10278578073
2378,206386.52420464516
6816,227722.76207181203
15358,175848.37256263488
7843,149210.04582570243
10448,350749.7313210743
7840,313976.88118291646
8880,240201.20955216434
12551,370170.43798958295
15470,201645.1414954271
16207,215067.11712936324
12123,126358.67616932507
15247,357562.3703542812
7481,202023.662671034
16171,346161.62259919854
7461,321621.82031501347
902,262126.818283782
13094,187311.15654011595
11584,252991.10689734796
4462,223211.8409449118
15576,152859.47744125742
16606,244809.8345255044
5427,269818.2525100787
7725,174191.5286854419
5409,175763.72144660642
12579,126924.27844624751
12013,236173.1940641416
11321,209208.9098981741
9932,160839.04305660105
591,154604.79520916188
10357,204655.69133461057
3336,251506.79021986862
13,196683.28615133007
4809,208957.2693489819
7555,206431.53966895136
15172,350599.84083474934
6989,137676.21443951127
4707,186263.1480599035
2046,254511.79378267901
6495,89664.22134673776
3873,181411.07290065914
7061,200530.18261861496
12112,221863.29679650837
8917,214727.50080603937
7735,157634.36245874033
16442,217284.855618438
4244,170410.04833779417
3747,212267.90372569204
11086,199124.77785151463
10080,217702.1731031125
15057,259618.83250734405
1331,201316.4761872543
8891,137589.40597223103
13411,261645.2558496265
16730,246783.43516906205
2267,202735.23742318447
3022,179773.96669254583
11190,217509.30680929747
11857,186644.82483691585
9318,192090.31937297832
16512,166034.80317441025
2053,215961.0163322989
13707,117712.28085466714
12143,173669.4994646146
14080,168567.73124376155
6130,179700.4657410463
7936,87070.0301508549
10101,158168.26192534567
5663,187877.11926766316
14811,138174.54284798176
1366,188296.78468882115
908,192120.09152928338
2953,125534.49285858209
14629,145881.05256852752
15096,363756.61984094756
2115,191115.6903194129
11770,168334.26074982766
12701,188409.99268370497
14584,138790.0443620297
1893,409528.02021066344
9501,441358.6136799807
2138,128533.4890370082
9346,195572.37448789307
15960,332846.14737989404
8230,167305.42479135506
13843,215492.25261114573
13810,244590.67183589085
15650,190929.54706887784
9974,140517.42368806282
12200,186982.59861801963
538,191534.75607597007
5334,194433.96058780057
14823,119466.91235485335
4817,171564.3203825481
9041,220359.02893781092
4359,290285.0992841718
4852,226946.96480635132
10141,147663.477806443
1503,199988.73746774913
16256,359742.93444218946
683,123958.34258119776
14382,204533.11676839902
7248,222384.23612403244
1200,170023.5417373957
3563,178547.93004525866
3681,377388.8367891343
3053,252167.30694694657
4099,194579.26640280173
807,163278.49991473154
4658,309048.67157356336
3535,179942.28130941183
12548,159703.89888642865
10488,203191.8693550324
5851,169654.98103168566
13736,197860.00449276718
875,169946.18203846287
14449,161614.97804332388
3958,339215.3787704176
10727,177186.16998130706
11296,134154.4922482916
13646,248503.69000435286
9599,261085.6771942764
7135,349760.9067733508
5943,313539.70469188574
2695,272096.98886068485
6766,198179.11982677874
5630,204409.64142424538
13586,196082.9431636785
3507,389650.89437068114
10014,141952.02228035906
459,230835.15347828285
3582,215987.03914512
8560,260594.64996386901
3372,179818.66088189225
13109,275004.9344712381
8160,209958.85106194855
10706,250539.2839278004
9104,334202.6391793058
2870,204483.65547579684
13712,167743.91258346115
13924,141343.1247308154
798,195400.22821993727
9750,428512.7143816105
16248,365617.07422316424
3170,185076.602819213
12700,230791.03139655956
10601,134028.2899258902
514,187388.21021215423
4010,294831.4877709207
8124,155573.29166521135
10800,177208.86369049392
13628,189432.83399554918
11637,146563.46270025006
781,161614.70892070915
16156,175407.21381267346
12618,252644.61094451215
9766,166716.4980266512
15987,259417.89011346633
11051,310830.3696553443
7673,252047.20209052536
1245,330395.2516691074
2443,162303.26814631317
7413,122501.97600758701
310,146218.25079652498
10921,228349.71768906064
8709,97145.59304183263
12404,325434.95000109985
14986,221900.5120775718
10714,314240.24506953923
14286,187409.1822969039
13828,329746.5918802608
8926,428493.5919004163
12233,179883.17246561966
3913,210578.5848716028
5221,205438.90288801148
14965,87380.91279490563
862,178334.45699814052
13907,131361.88043805247
5418,183561.8013612774
2045,185096.75305407692
13321,190327.6164034614
2762,247211.43571329254
13888,180217.87462865375
14962,113102.11327400646
13305,350821.1642432304
8487,235529.0046471067
7146,172351.66709421054
1134,186476.3216893567
15092,332547.5817445532
13760,230981.50364414812
11958,475464.13046389935
3177,179068.65572983015
11350,181454.86424805093
1524,106675.7557547369
5527,270558.5814762807
2872,190466.43547342627
8602,347181.1460945127
3067,343619.28270456305
10435,220567.35366454298
11222,215128.52751194563
8700,167415.5654810879
10961,196269.6318659316
14305,213327.051404591
8362,284466.6495702756
4979,156437.2236519566
7180,332581.1809231678
5763,105585.96435033651
2192,219618.7113351774
13581,200640.5269008054
10720,139697.58486301443
1358,247624.91305178087
13366,305696.93972956354
13539,428406.44763373164
12849,210897.27673770578
6794,180089.9539674473
525,464548.464992715
12223,349695.72262540244
16271,159763.96233521533
5818,134543.05962458064
16588,275421.6489171036
8981,124320.83694902368
16476,127884.87715827774
14663,181797.81446506453
3,151327.73607715682
6615,129950.69665618468
12215,278513.3003328658
304,260389.3992594906
13634,247375.26651820057
9208,164975.21934208283
2175,171070.55645962188
250,218648.8350268387
6045,198131.03858078888
10516,159211.552702941
1852,488687.152066378
1573,199851.417029398
15079,163023.6857503384
5500,180507.81150389428
15775,170946.95448778267
3198,164200.9139111503
6718,219405.52357459132
4149,217829.1127931077
9627,239707.52104752336
7595,286592.39198918955
4538,198399.93911548972
3555,219621.67320315784
10483,370525.61762254045
8834,174792.39742021717
16412,174868.77684001508
6449,146411.66384160574
2767,183024.99617416275
11498,177291.30445568956
16472,141838.65480028314
178,295588.46868212667
10948,161886.21017665637
13313,233708.01522010387
8065,142659.33921376747
102,155725.30183770103
14428,151184.33458966666
11973,142753.9152573428
6663,200611.25922210648
15989,136125.91277350637
10955,397095.5995088614
11772,151806.2429818174
11364,219867.53191151973
7082,177518.00502509347
7749,489977.0217691764
6428,142733.50172881538
6869,103138.9792579473
295,183919.76551882733
12266,233813.05595385
11129,159844.84157427694
826,374139.3783958113
3262,237127.86523289062
15641,288139.0966949307
1662,428885.9146979693
10926,223985.47900562081
10232,246162.48038930687
6376,181545.88780250037
7817,173333.26230200415
354,204172.8588446307
10076,185707.32980814454
11379,344265.81031811534
10184,134025.5322120947
4696,367757.10919981427
13562,490071.19984081504
5436,166814.86645900074
13196,105719.16934396913
14939,310910.3938324866
14004,194783.5346207625
5916,195310.09087182852
7229,184649.5227612633
9143,157649.82362554234
3440,198497.69814523624
319,174980.0006617977
11683,240252.03812892677
12647,220297.77055869368
12788,155053.67648513665
13662,230440.19945164453
423,276679.83341077884
5222,214915.7482216289
9242,187222.09420138207
2641,191839.20797874432
4855,173311.5986095839
5360,177686.2581946446
9799,182368.7476200871
5526,248256.93904865082
10309,155293.43982263046
2144,388043.0800060627
7191,173345.38572018957
6732,158260.9405989294
14789,156083.99643048804
13525,149317.94634554168
4066,228412.89727891042
16422,189051.296547568
14890,214662.67653567606
2922,197616.9202051974
3601,131931.3946932679
13416,122509.40522906941
14363,193121.86602625932
9496,269333.40673660516
7115,324226.088065642
8615,170769.0125171694
5218,86311.1976187633
9493,210523.77114505917
10623,185675.28940264546
2272,161216.4649033676
3352,343259.71904334216
84,161522.77958101488
8086,127414.39706200894
2595,197482.5764444453
3531,165210.7316124429
7460,282693.47740394354
9214,267313.1656007439
2790,307155.10475448833
10548,243235.72041698053
9218,177343.15517637564
7435,187969.55073731038
15780,185230.75231119807
7640,212566.7741949546
6223,165752.7126013953
3425,106720.67303370585
10582,150130.34737324875
702,193914.79720124052
2111,179488.40419785527
11730,196259.3102316663
9865,257671.18569673217
16478,333312.44085468975
1885,211413.05014785344
3956,357211.5758459472
16735,105878.4885492158
15264,222748.18609833266
15971,175347.52659705264
5584,198204.9927773132
15242,173772.52244575252
14358,191759.31776490703
11300,203346.4447640038
5446,179919.9155705338
3934,181618.47315976396
6610,179432.4922268898
10164,223102.84707817488
4646,189030.41411079626
13304,197975.14653309798
1985,205385.80306140418
4746,142015.743028747
7963,209267.06505322526
14083,285309.9551963127
13140,292372.9877823596
15023,245992.871471195
13093,293333.11940026784
7160,171977.82861579885
7407,180935.53123492803
16056,186370.42249699403
751,481821.80847179756
6179,96823.05577588924
9137,294405.4013077817
10992,260218.3897758427
5744,425874.2390139677
10884,175458.06330350187
12858,293711.44708270615
13005,323898.9244832756
16714,176964.92141896105
1419,225668.72465926118
6064,206394.84234729418
3771,183315.0850373566
5945,513242.9244010052
8453,66167.73867233448
3806,149009.2348755444
16748,249286.97110396955
11380,215611.38553701743
3107,202906.7373605465
12003,199672.5162987045
14567,212273.5234392225
1079,190659.9013497138
11705,124986.64179095258
7814,218977.56543922992
10174,165234.44402630092
5514,242642.92903077125
5265,242880.11271446926
10520,406186.6805700804
13195,214196.0515182364
14601,422727.7220673795
6012,199924.4728614814
13079,180088.74934359005
9009,134614.48316559303
3122,182986.29331059312
5470,233059.51160352837
4840,168761.17919417284
6270,268718.81942819356
9158,96944.12634371984
10120,118348.9718194672
10672,315018.88371049357
4573,149606.36103466077
12118,275769.6327159486
7447,126853.34632537416
2171,198532.219456231
6126,279797.50333470246
2836,171927.18328664874
1457,254913.53618372936
11165,216322.07476141703
5923,191748.41579691655
1813,211677.3017914383
3492,243552.43755376787
1917,291342.5515349539
965,444469.16757926124
15795,153447.44575705158
821,195952.02486042358
4568,174384.65223149565
9078,235227.91178901936
11371,128857.29262743413
5149,205197.14660983172
281,191782.1321123926
1918,239029.3310310686
776,131072.04928166716
210,211158.28551980085
10782,181097.216606113
9653,180446.76230115432
9372,166012.31492105545
5868,167897.3598698842
6176,137136.67891438946
3969,159781.14346569302
7427,140519.72699662414
8544,512531.2846669245
5219,215277.87376730063
16488,128966.27506189034
5855,247922.76206920602
15920,124996.61468985758
4393,397812.9340364085
5770,139342.2598732639
2900,150296.9618103106
8622,89691.40272191973
11610,274483.6994962867
10969,121033.41888217373
11029,183962.55830120566
6193,323278.0657229109
14087,452885.3814647751
13623,174094.94106687512
16689,176758.4987899754
1027,232538.3712144199
949,154221.14328669268
672,116725.11120844547
13832,149762.0260693427
2471,196643.0111040559
8728,248862.05320378317
7742,242045.15589415692
2698,223098.25304203868
9084,178939.67104162605
6075,272777.68278291903
2874,181751.05838696103
13119,119714.94194193592
5010,210100.0439507964
1284,179777.53318282292
1151,176095.62862296723
5110,423057.3259720347
11386,168901.60073490947
8019,215682.10287385003
2859,128827.60035450263
16110,178734.2203467202
16027,275103.23362820956
14902,175454.67152969437
14301,183348.24787843108
2451,203408.75874604215
13596,136848.47666649116
1464,139003.00409564358
7927,376947.58096614765
9638,231961.17726811048
8009,278312.0869388483
11903,158984.47681768236
9243,116299.34686020741
547,163655.44715570397
5511,119072.14087616758
11247,184197.34801245912
15928,361795.32784115156
3434,232376.7291839872
7614,124373.72853910916
1380,180384.0503049887
2770,139933.96870223476
111,181727.31262127712
5994,128211.68010827898
12341,201730.66141590488
2787,259335.3362001896
14410,312595.31971022516
15983,133193.20440636386
14876,224066.75081184573
653,205758.45946499784
2174,146786.2318365008
2575,303874.0086765691
7976,165988.98022518487
5812,298413.33709116315
13589,432029.70031385234
9122,140543.7833131947
8159,470758.13888517366
8754,312935.7544551007
9321,247102.44003556765
13535,182617.1052501715
2083,171648.23077821117
2689,366260.35894363443
2248,163377.7447003871
11649,158951.3541794582
11045,376996.617757964
1276,87385.66262107575
5962,146241.19538990944
13012,169835.48027579903
4642,190190.77037903306
179,169967.58073150984
15347,384258.25657479954
3339,155786.0486778626
